@attribute Serialized_Model_Size numeric
@attribute Serialized_Train_Set_Size numeric
@attribute Serialized_Test_Set_Size numeric
@attribute Coverage_of_Test_Cases_By_Regions numeric
@attribute Size_of_Predicted_Regions numeric
@attribute Summary {'Number of leaves: 9\nSize of the tree: 11\n','Number of leaves: 4\nSize of the tree: 5\n','Number of leaves: 6\nSize of the tree: 7\n','Number of leaves: 12\nSize of the tree: 15\n'}
@attribute measureOutOfBagError numeric
@attribute measureTreeSize numeric
@attribute measureNumLeaves numeric
@attribute measureNumRules numeric

@data

solar-flare,4,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,959,107,105,2,0,98.130841,1.869159,0,-0.009434,0.010602,0.090831,102.69429,115.486702,8.866678,5.877029,2.989649,0.082866,0.054926,0.027941,-8.856325,-0.082769,-99.883234,0.990566,105,1,1,0,0,0.009434,1,0.990566,0.990566,0.990566,-0.009434,0.990566,0.999912,0.981308,0.990742,0.009258,0.018692,0.981308,0.981308,0.981308,-0.009434,0.990566,0.99524,0.495283,0.981308,0.011,0.001,0.015625,0,15.625,0,222143,130841,17525,100,33.956386,?,-1,?,?,?
solar-flare,4,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,959,107,106,1,0,99.065421,0.934579,0,0,0.00663,0.067849,64.219042,86.266807,8.866678,3.118988,5.74769,0.082866,0.029149,0.053717,-3.464748,-0.032381,-39.076054,1,106,1,1,0,0,0,0,0.990654,1,0.995305,?,1,1,0.990654,0.990654,0.009346,0.009346,?,0.990654,?,?,1,1,?,0.990654,0.011,0.001,0.015625,0,15.625,0,245164,130841,17525,100,33.956386,?,-1,?,?,?
solar-flare,4,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,959,107,106,1,0,99.065421,0.934579,0,0,0.009846,0.081932,95.376018,104.171643,8.866678,1074.904738,-1066.03806,0.082866,10.045839,-9.962973,-18.923439,-0.176855,-213.421968,1,106,1,1,0,0,0,0,0.990654,1,0.995305,?,0.462264,0.989932,0.990654,0.990654,0.009346,0.009346,?,0.990654,?,?,0.462264,0.980767,?,0.990654,0.01,0.001,0.015625,0,15.625,0,172159,130841,17525,99.065421,34.579439,?,-1,?,?,?
solar-flare,4,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,959,107,106,1,0,99.065421,0.934579,0,0,0.007043,0.078506,68.223374,99.81602,8.866678,6.877823,1.988855,0.082866,0.064279,0.018587,-4.369417,-0.040836,-49.279076,1,106,1,1,0,0,0,0,0.990654,1,0.995305,?,0.971698,0.999733,0.990654,0.990654,0.009346,0.009346,?,0.990654,?,?,0.971698,0.992726,?,0.990654,0.011,0.001,0.015625,0,15.625,0,213216,130841,17525,99.065421,33.64486,?,-1,?,?,?
solar-flare,4,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,959,107,106,1,0,99.065421,0.934579,0,0,0.010091,0.081741,97.565331,103.747961,10.866678,1075.093836,-1064.227158,0.101558,10.047606,-9.946048,-12.582477,-0.117593,-115.789542,1,106,1,1,0,0,0,0,0.990654,1,0.995305,?,0.981132,0.999823,0.990654,0.990654,0.009346,0.009346,?,0.990654,?,?,0.976636,0.990566,?,0.990654,0.01,0.001,0.015625,0,15.625,0,225760,130841,17525,99.065421,34.267913,?,-1,?,?,?
solar-flare,4,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,960,106,106,0,0,100,0,0,1,0.000179,0.001299,3.698431,24.529461,1.115669,0.041307,1.074362,0.010525,0.00039,0.010135,-0.075121,-0.000709,-6.733302,1,106,?,0,?,0,0,0,1,1,1,?,?,1,1,?,?,0,1,1,1,?,?,1,1,1,0.011,0,0.015625,0,15.625,0,247073,130974,17392,100,33.333333,?,-1,?,?,?
solar-flare,4,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,960,106,106,0,0,100,0,0,1,0.004352,0.02926,89.801275,552.612324,1.115669,1.118987,-0.003318,0.010525,0.010556,-0.000031,-19.248103,-0.181586,-1725.252043,1,106,?,0,?,0,0,0,1,1,1,?,?,1,1,?,?,0,1,1,1,?,?,1,1,1,0.012,0.001,0.015625,0,15.625,0,265832,130974,17392,100,34.27673,?,-1,?,?,?
solar-flare,4,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,960,106,106,0,0,100,0,0,1,0.003664,0.029826,75.612688,563.283933,1.115669,0.976645,0.139024,0.010525,0.009214,0.001312,-15.782095,-0.148888,-1414.585689,1,106,?,0,?,0,0,0,1,1,1,?,?,1,1,?,?,0,1,1,1,?,?,1,1,1,0.015,0.001,0.015625,0,15.625,0,251320,130974,17392,100,34.27673,?,-1,?,?,?
solar-flare,4,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,960,106,106,0,0,100,0,0,1,0.002799,0.013729,57.752592,259.283246,1.115669,0.665582,0.450087,0.010525,0.006279,0.004246,-19.83481,-0.187121,-1777.839895,1,106,?,0,?,0,0,0,1,1,1,?,?,1,1,?,?,0,1,1,1,?,?,1,1,1,0.018,0,0,0,0,0,259659,130974,17392,100,33.962264,?,-1,?,?,?
solar-flare,5,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,959,107,107,0,0,100,0,0,1,0.002728,0.019193,56.228845,362.095853,1.127369,0.679921,0.447448,0.010536,0.006354,0.004182,-14.036222,-0.13118,-1245.042134,1,107,?,0,?,0,0,0,1,1,1,?,?,1,1,?,?,0,1,1,1,?,?,1,1,1,0.011,0.001,0,0,0,0,248302,130841,17525,100,34.267913,?,-1,?,?,?
solar-flare,5,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,959,107,106,1,0,99.065421,0.934579,0,0,0.008174,0.076871,79.176904,97.737057,8.866678,5.507525,3.359154,0.082866,0.051472,0.031394,-10.503428,-0.098163,-118.459563,1,106,1,1,0,0,0,0,0.990654,1,0.995305,?,0.990566,0.999912,0.990654,0.990654,0.009346,0.009346,?,0.990654,?,?,0.99039,0.992903,?,0.990654,0.012,0.001,0,0,0,0,217432,130841,17525,100,34.267913,?,-1,?,?,?
solar-flare,5,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,959,107,106,1,0,99.065421,0.934579,0,0,0.007861,0.072761,76.147547,92.510961,8.866678,4.050703,4.815975,0.082866,0.037857,0.045009,-11.980912,-0.111971,-135.12289,1,106,1,1,0,0,0,0,0.990654,1,0.995305,?,0.990566,0.999912,0.990654,0.990654,0.009346,0.009346,?,0.990654,?,?,0.990566,0.99524,?,0.990654,0.011,0.001,0,0.015625,0,15.625,259237,130841,17525,100,34.579439,?,-1,?,?,?
solar-flare,5,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,959,107,105,2,0,98.130841,1.869159,0,-0.009434,0.012864,0.098532,124.606781,125.277987,8.866678,11.303777,-2.437099,0.082866,0.105643,-0.022777,-14.072167,-0.131516,-158.708443,0.990566,105,1,1,0,0,0.009434,1,0.990566,0.990566,0.990566,-0.009434,0.943396,0.999458,0.981308,0.990742,0.009258,0.018692,0.981308,0.981308,0.981308,-0.009434,0.943396,0.991453,0.495283,0.981308,0.011,0.001,0,0.015625,0,15.625,224257,130841,17525,99.065421,33.956386,?,-1,?,?,?
solar-flare,5,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,959,107,106,1,0,99.065421,0.934579,0,0,0.007495,0.079352,72.601921,100.891755,8.866678,1074.300958,-1065.43428,0.082866,10.040196,-9.95733,-11.096238,-0.103703,-125.145372,1,106,1,1,0,0,0,0,0.990654,1,0.995305,?,0.476415,0.990209,0.990654,0.990654,0.009346,0.009346,?,0.990654,?,?,0.476415,0.981042,?,0.990654,0.009,0.001,0,0,0,0,174231,130841,17525,99.065421,33.64486,?,-1,?,?,?
solar-flare,5,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,959,107,106,1,0,99.065421,0.934579,0,0,0.009486,0.08012,91.711806,101.690352,10.866678,1074.899564,-1064.032886,0.101558,10.04579,-9.944233,-15.529831,-0.145139,-142.912398,1,106,1,1,0,0,0,0,0.990654,1,0.995305,?,0.990566,0.999912,0.990654,0.990654,0.009346,0.009346,?,0.990654,?,?,0.985981,0.990654,?,0.990654,0.01,0.001,0,0,0,0,240100,130841,17525,99.065421,33.956386,?,-1,?,?,?
solar-flare,5,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,960,106,106,0,0,100,0,0,1,0.001197,0.008873,24.693923,167.580734,1.115669,0.284135,0.831534,0.010525,0.002681,0.007845,-7.082853,-0.066819,-634.852535,1,106,?,0,?,0,0,0,1,1,1,?,?,1,1,?,?,0,1,1,1,?,?,1,1,1,0.012,0,0.015625,0,15.625,0,251862,130974,17392,100,33.647799,?,-1,?,?,?
solar-flare,5,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,960,106,106,0,0,100,0,0,1,0.00469,0.033879,96.78694,639.845525,1.115669,1.245446,-0.129777,0.010525,0.011749,-0.001224,-17.311761,-0.163319,-1551.693214,1,106,?,0,?,0,0,0,1,1,1,?,?,1,1,?,?,0,1,1,1,?,?,1,1,1,0.017,0.001,0.03125,0,31.25,0,245564,130974,17392,100,33.962264,?,-1,?,?,?
solar-flare,5,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,960,106,106,0,0,100,0,0,1,0.001054,0.008642,21.743053,163.207538,1.115669,0.251932,0.863737,0.010525,0.002377,0.008148,-5.571819,-0.052564,-499.415022,1,106,?,0,?,0,0,0,1,1,1,?,?,1,1,?,?,0,1,1,1,?,?,1,1,1,0.011,0.001,0.015625,0,15.625,0,256429,130974,17392,100,33.647799,?,-1,?,?,?
solar-flare,5,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,960,106,106,0,0,100,0,0,1,0.001108,0.008132,22.863941,153.584823,1.115669,0.262356,0.853313,0.010525,0.002475,0.00805,-6.329263,-0.05971,-567.30653,1,106,?,0,?,0,0,0,1,1,1,?,?,1,1,?,?,0,1,1,1,?,?,1,1,1,0.022,0.001,0.015625,0,15.625,0,254179,130974,17392,100,33.962264,?,-1,?,?,?
solar-flare,6,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,959,107,107,0,0,100,0,0,1,0.002935,0.017718,60.496808,334.276107,1.127369,0.720193,0.407176,0.010536,0.006731,0.003805,-16.890648,-0.157857,-1498.235667,1,107,?,0,?,0,0,0,1,1,1,?,?,1,1,?,?,0,1,1,1,?,?,1,1,1,0.017,0.001,0.015625,0,15.625,0,258347,130841,17525,100,34.579439,?,-1,?,?,?
solar-flare,6,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,959,107,106,1,0,99.065421,0.934579,0,0,0.007758,0.071948,75.148243,91.478096,8.866678,3.960645,4.906034,0.082866,0.037015,0.045851,-14.255606,-0.13323,-160.777301,1,106,1,1,0,0,0,0,0.990654,1,0.995305,?,1,1,0.990654,0.990654,0.009346,0.009346,?,0.990654,?,?,1,1,?,0.990654,0.017,0.001,0,0,0,0,242730,130841,17525,100,34.579439,?,-1,?,?,?
solar-flare,6,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,959,107,106,1,0,99.065421,0.934579,0,0,0.006909,0.075665,66.927459,96.203374,8.866678,5.366036,3.500642,0.082866,0.05015,0.032716,-5.498949,-0.051392,-62.018142,1,106,1,1,0,0,0,0,0.990654,1,0.995305,?,1,1,0.990654,0.990654,0.009346,0.009346,?,0.990654,?,?,1,1,?,0.990654,0.017,0.001,0.03125,0,31.25,0,212272,130841,17525,99.065421,33.64486,?,-1,?,?,?
solar-flare,6,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,959,107,106,1,0,99.065421,0.934579,0,0,0.009892,0.083785,95.814452,106.527342,8.866678,10.39941,-1.532732,0.082866,0.097191,-0.014325,-15.823578,-0.147884,-178.461173,1,106,1,1,0,0,0,0,0.990654,1,0.995305,?,0.915094,0.999175,0.990654,0.990654,0.009346,0.009346,?,0.990654,?,?,0.915094,0.990772,?,0.990654,0.016,0.001,0,0,0,0,218642,130841,17525,99.065421,34.267913,?,-1,?,?,?
solar-flare,6,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,959,107,106,1,0,99.065421,0.934579,0,0,0.00652,0.078971,63.152439,100.406778,8.866678,1074.067709,-1065.20103,0.082866,10.038016,-9.95515,-2.780781,-0.025989,-31.362146,1,106,1,1,0,0,0,0,0.990654,1,0.995305,?,0.466981,0.990027,0.990654,0.990654,0.009346,0.009346,?,0.990654,?,?,0.466981,0.980862,?,0.990654,0.015,0.001,0,0,0,0,187402,130841,17525,99.065421,33.333333,?,-1,?,?,?
solar-flare,6,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,959,107,106,1,0,99.065421,0.934579,0,0,0.007795,0.075308,75.36236,95.583068,10.866678,1074.373615,-1063.506937,0.101558,10.040875,-9.939317,-12.830371,-0.11991,-118.070774,1,106,1,1,0,0,0,0,0.990654,1,0.995305,?,1,1,0.990654,0.990654,0.009346,0.009346,?,0.990654,?,?,0.995327,0.990742,?,0.990654,0.016,0.001,0.015625,0,15.625,0,241582,130841,17525,99.065421,33.956386,?,-1,?,?,?
solar-flare,6,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,960,106,106,0,0,100,0,0,1,0.002127,0.019231,43.893619,363.205439,1.115669,0.537711,0.577958,0.010525,0.005073,0.005452,-8.092678,-0.076346,-725.365437,1,106,?,0,?,0,0,0,1,1,1,?,?,1,1,?,?,0,1,1,1,?,?,1,1,1,0.017,0.001,0.015625,0,15.625,0,248597,130974,17392,100,33.962264,?,-1,?,?,?
solar-flare,6,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,960,106,106,0,0,100,0,0,1,0.002471,0.014297,51.000715,270.009819,1.115669,0.597067,0.518602,0.010525,0.005633,0.004892,-13.930362,-0.131419,-1248.610613,1,106,?,0,?,0,0,0,1,1,1,?,?,1,1,?,?,0,1,1,1,?,?,1,1,1,0.02,0.001,0.015625,0.015625,15.625,15.625,264035,130974,17392,100,34.27673,?,-1,?,?,?
solar-flare,6,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,960,106,105,1,0,99.056604,0.943396,0,0,0.006398,0.049304,132.024502,931.145237,1.115669,1.890177,-0.774508,0.010525,0.017832,-0.007307,-20.700399,-0.195287,-1855.424706,0.990566,105,?,0,?,0,0.009434,1,1,0.990566,0.995261,?,?,1,0.990566,?,?,0.009434,1,0.990566,0.995261,?,?,1,0.995261,0.990566,0.017,0.001,0.015625,0,15.625,0,242028,130974,17392,100,34.27673,?,-1,?,?,?
solar-flare,6,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,960,106,106,0,0,100,0,0,1,0.000728,0.00848,15.031858,160.149673,1.115669,0.176331,0.939338,0.010525,0.001663,0.008862,-2.809322,-0.026503,-251.806032,1,106,?,0,?,0,0,0,1,1,1,?,?,1,1,?,?,0,1,1,1,?,?,1,1,1,0.017,0.001,0.015625,0,15.625,0,247212,130974,17392,100,33.647799,?,-1,?,?,?
solar-flare,7,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,959,107,107,0,0,100,0,0,1,0.00438,0.039195,90.295406,739.471465,1.127369,1.295727,-0.168357,0.010536,0.01211,-0.001573,-12.622642,-0.117969,-1119.654628,1,107,?,0,?,0,0,0,1,1,1,?,?,1,1,?,?,0,1,1,1,?,?,1,1,1,0.017,0.001,0.015625,0,15.625,0,252270,130841,17525,100,34.267913,?,-1,?,?,?
solar-flare,7,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,959,107,106,1,0,99.065421,0.934579,0,0,0.006808,0.07899,65.942953,100.431411,8.866678,10.103843,-1.237165,0.082866,0.094428,-0.011562,-4.094095,-0.038263,-46.173938,1,106,1,1,0,0,0,0,0.990654,1,0.995305,?,0.948113,0.999458,0.990654,0.990654,0.009346,0.009346,?,0.990654,?,?,0.948113,0.991453,?,0.990654,0.012,0,0.015625,0,15.625,0,234228,130841,17525,99.065421,33.64486,?,-1,?,?,?
solar-flare,7,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,959,107,106,1,0,99.065421,0.934579,0,0,0.006443,0.07604,62.410836,96.680314,8.866678,5.70103,3.165648,0.082866,0.053281,0.029585,0.171754,0.001605,1.937071,1,106,1,1,0,0,0,0,0.990654,1,0.995305,?,1,1,0.990654,0.990654,0.009346,0.009346,?,0.990654,?,?,1,1,?,0.990654,0.01,0.001,0.015625,0,15.625,0,214748,130841,17525,99.065421,33.64486,?,-1,?,?,?
solar-flare,7,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,959,107,106,1,0,99.065421,0.934579,0,0,0.006667,0.07345,64.5773,93.387633,8.866678,4.036144,4.830534,0.082866,0.037721,0.045145,-2.654836,-0.024812,-29.94172,1,106,1,1,0,0,0,0,0.990654,1,0.995305,?,0.990566,0.999912,0.990654,0.990654,0.009346,0.009346,?,0.990654,?,?,0.990566,0.99524,?,0.990654,0.011,0.001,0.015625,0,15.625,0,252528,130841,17525,100,33.956386,?,-1,?,?,?
solar-flare,7,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,959,107,106,1,0,99.065421,0.934579,0,0,0.007087,0.079201,68.644319,100.700237,8.866678,1074.203412,-1065.336734,0.082866,10.039284,-9.956418,-6.808008,-0.063626,-76.781946,1,106,1,1,0,0,0,0,0.990654,1,0.995305,?,0.448113,0.989649,0.990654,0.990654,0.009346,0.009346,?,0.990654,?,?,0.448157,0.980487,?,0.990654,0.009,0.001,0,0,0,0,171736,130841,17525,99.065421,33.64486,?,-1,?,?,?
solar-flare,7,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,959,107,106,1,0,99.065421,0.934579,0,0,0.007721,0.07622,74.651083,96.740862,10.866678,1074.36217,-1063.495491,0.101558,10.040768,-9.93921,-8.20105,-0.076645,-75.469703,1,106,1,1,0,0,0,0,0.990654,1,0.995305,?,0.990566,0.999912,0.990654,0.990654,0.009346,0.009346,?,0.990654,?,?,0.985981,0.990654,?,0.990654,0.011,0.001,0,0,0,0,252463,130841,17525,99.065421,33.956386,?,-1,?,?,?
solar-flare,7,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,960,106,106,0,0,100,0,0,1,0.002525,0.014136,52.095358,266.970935,1.115669,0.603476,0.512193,0.010525,0.005693,0.004832,-16.473082,-0.155406,-1476.52045,1,106,?,0,?,0,0,0,1,1,1,?,?,1,1,?,?,0,1,1,1,?,?,1,1,1,0.011,0.001,0,0,0,0,270338,130974,17392,100,34.591195,?,-1,?,?,?
solar-flare,7,8,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,960,106,106,0,0,100,0,0,1,0.006223,0.03533,128.412196,667.247065,1.115669,1.603525,-0.487856,0.010525,0.015128,-0.004602,-27.304829,-0.257593,-2447.394986,1,106,?,0,?,0,0,0,1,1,1,?,?,1,1,?,?,0,1,1,1,?,?,1,1,1,0.01,0.001,0,0,0,0,251277,130974,17392,100,35.220126,?,-1,?,?,?
solar-flare,7,9,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,960,106,106,0,0,100,0,0,1,0.002103,0.021079,43.402996,398.093903,1.115669,0.54449,0.571179,0.010525,0.005137,0.005388,-8.081069,-0.076236,-724.324869,1,106,?,0,?,0,0,0,1,1,1,?,?,1,1,?,?,0,1,1,1,?,?,1,1,1,0.011,0.001,0,0,0,0,239519,130974,17392,100,33.647799,?,-1,?,?,?
solar-flare,7,10,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,960,106,105,1,0,99.056604,0.943396,0,0,0.008452,0.058318,174.409563,1101.388533,1.115669,2.603897,-1.488228,0.010525,0.024565,-0.01404,-26.106867,-0.246291,-2340.018892,0.990566,105,?,0,?,0,0.009434,1,1,0.990566,0.995261,?,?,1,0.990566,?,?,0.009434,1,0.990566,0.995261,?,?,1,0.995261,0.990566,0.01,0.001,0.015625,0,15.625,0,256964,130974,17392,100,34.90566,?,-1,?,?,?
solar-flare,8,1,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,959,107,107,0,0,100,0,0,1,0.001164,0.008234,23.98738,155.35505,1.127369,0.277728,0.849641,0.010536,0.002596,0.007941,-7.614676,-0.071165,-675.437609,1,107,?,0,?,0,0,0,1,1,1,?,?,1,1,?,?,0,1,1,1,?,?,1,1,1,0.012,0,0.015625,0,15.625,0,257779,130841,17525,100,33.64486,?,-1,?,?,?
solar-flare,8,2,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,959,107,105,2,0,98.130841,1.869159,0,-0.004695,0.014218,0.0945,137.463906,119.942815,10.866678,1076.571496,-1065.704818,0.101558,10.061416,-9.959858,-29.574584,-0.276398,-272.158456,0.990566,105,1,1,0,0,0.009434,1,0.990566,0.990566,0.990566,-0.009434,0.981132,0.999823,0.981308,0.990654,0.009346,0.018692,?,0.981308,?,?,0.976636,0.990566,?,0.981308,0.01,0.001,0.015625,0,15.625,0,232442,130841,17525,99.065421,34.579439,?,-1,?,?,?
solar-flare,8,3,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,959,107,106,1,0,99.065421,0.934579,0,0,0.007395,0.076592,71.626115,97.381966,8.866678,5.275826,3.590852,0.082866,0.049307,0.033559,-6.116971,-0.057168,-68.988307,1,106,1,1,0,0,0,0,0.990654,1,0.995305,?,0.981132,0.999823,0.990654,0.990654,0.009346,0.009346,?,0.990654,?,?,0.981132,0.993594,?,0.990654,0.01,0.001,0.015625,0,15.625,0,222161,130841,17525,99.065421,33.956386,?,-1,?,?,?
solar-flare,8,4,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,959,107,106,1,0,99.065421,0.934579,0,0,0.007139,0.071376,69.147973,90.750543,8.866678,3.71959,5.147088,0.082866,0.034763,0.048104,-7.547797,-0.07054,-85.125417,1,106,1,1,0,0,0,0,0.990654,1,0.995305,?,1,1,0.990654,0.990654,0.009346,0.009346,?,0.990654,?,?,1,1,?,0.990654,0.011,0.001,0.015625,0,15.625,0,239815,130841,17525,100,34.267913,?,-1,?,?,?
solar-flare,8,5,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,959,107,106,1,0,99.065421,0.934579,0,0,0.007315,0.079494,70.853485,101.072527,8.866678,9.413462,-0.546784,0.082866,0.087976,-0.00511,-5.372824,-0.050213,-60.595679,1,106,1,1,0,0,0,0,0.990654,1,0.995305,?,0.924528,0.99927,0.990654,0.990654,0.009346,0.009346,?,0.990654,?,?,0.924528,0.99097,?,0.990654,0.01,0.001,0.015625,0,15.625,0,225598,130841,17525,99.065421,33.64486,?,-1,?,?,?
solar-flare,8,6,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,959,107,106,1,0,99.065421,0.934579,0,0,0.006411,0.078954,62.09471,100.38611,8.866678,1074.042071,-1065.175393,0.082866,10.037776,-9.95491,-0.943754,-0.00882,-10.643829,1,106,1,1,0,0,0,0,0.990654,1,0.995305,?,0.476415,0.990209,0.990654,0.990654,0.009346,0.009346,?,0.990654,?,?,0.476459,0.981042,?,0.990654,0.01,0.001,0.015625,0,15.625,0,186470,130841,17525,99.065421,33.333333,?,-1,?,?,?
solar-flare,8,7,weka.classifiers.trees.RandomForest,'-P 100 -I 100 -num-slots 1 -K 0 -M 1.0 -V 0.001 -S 1',1116839470751428698,20200424.0238,960,106,106,0,0,100,0,0,1,0.003717,0.02714,76.703135,512.561175,1.115669,0.970865,0.144804,0.010525,0.009159,0.001366,-14.133954,-0.133339,-1266.858969,1,106,?,0,?,0,0,0,1,1,1,?,?,1,1,?,?,0,1,1,1,?,?,1,1,1,0.012,0.001,0.015625,0,15.625,0,243467,130974,17392,100,34.27673,?,-1,?,?,?
